JobID,JobName,VolumeName,Level,JobStatus,WeekNum,VolStatus,VolUseEnd,VolRecycleTime,DayOfWeek,StartTime,Files,GB
14,webserver-job,webserver-monthly-volnum-0,F,T,1,Used,NA,2018-01-03 22:00:05,Friday,2017-01-06 22:00:00,2030,0.058
276,webserver-job,webserver-weekly-volnum-1,F,T,3,Used,NA,2017-02-17 22:00:03,Friday,2017-01-20 22:00:00,2030,0.058
443,webserver-job,webserver-weekly-volnum-2,F,T,4,Used,NA,2017-02-24 22:00:02,Friday,2017-01-27 22:00:00,2030,0.058
614,webserver-job,webserver-monthly-volnum-1,F,T,5,Append,2017-02-06 20:00:00,NA,Friday,2017-02-03 22:00:00,2030,0.058
633,webserver-job,webserver-daily-volnum-0,D,T,6,Used,NA,2017-02-18 22:00:04,Monday,2017-02-06 22:00:00,2029,0.058
664,webserver-job,webserver-daily-volnum-0,D,T,6,Used,NA,2017-02-18 22:00:04,Tuesday,2017-02-07 22:00:00,2029,0.058
699,webserver-job,webserver-daily-volnum-0,D,T,6,Used,NA,2017-02-18 22:00:04,Wednesday,2017-02-08 22:00:00,2029,0.058
738,webserver-job,webserver-daily-volnum-0,D,T,6,Used,NA,2017-02-18 22:00:04,Thursday,2017-02-09 22:00:00,2029,0.058
781,webserver-job,webserver-weekly-volnum-3,F,T,6,Used,NA,2017-03-10 22:00:03,Friday,2017-02-10 22:00:00,2030,0.058
808,webserver-job,webserver-daily-volnum-1,D,T,7,Used,NA,2017-02-25 22:00:05,Monday,2017-02-13 22:00:00,2029,0.058
839,webserver-job,webserver-daily-volnum-1,D,T,7,Used,NA,2017-02-25 22:00:05,Tuesday,2017-02-14 22:00:00,2029,0.058
872,webserver-job,webserver-daily-volnum-1,D,T,7,Used,NA,2017-02-25 22:00:05,Wednesday,2017-02-15 22:00:00,2029,0.058
907,webserver-job,webserver-daily-volnum-1,D,T,7,Used,NA,2017-02-25 22:00:05,Thursday,2017-02-16 22:00:01,2029,0.058
944,webserver-job,webserver-weekly-volnum-0,F,T,7,Append,2017-02-20 20:00:00,NA,Friday,2017-02-17 22:00:00,2030,0.058
